Title,Company,experience,Estimated_salary,location,Industry_type,job_type,key_skills
business analyst,Aideexpert Advisory,8 - 12 years,Not Disclosed,Pune,Advertising & Marketing,"Full Time, Permanent",advanced analyticsBusiness transformationdata scienceConsultingManager TechnologyMarket researchBusiness modelingCustomer experienceBusiness process re-engineeringMarketing strategy
Data Scientist,Quinbay Technology,2 - 4 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Computer sciencedeep learningdata scienceProject managementNatural language processingAdvanced ExcelSQLPythonRetail business
"Senior Software Engineer , Data Science",jupiter,3 - 7 years,Not Disclosed,Bangalore/Bengaluru,Courier / Logistics,"Full Time, Permanent",Computer sciencedata scienceAnalyticalSCALABankingCMSProgrammingHTMLOperationsPython
Senior Data Scientist,Walmart Labs,5 - 9 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",data scienceNeural networkssparkDemand forecastingHadoopE-commercePredictive modelingbig dataPythonRetail sales
Senior Data Engineer,Nike India,1 - 6 years,Not Disclosed,Bangalore/Bengaluru,Textile & Apparel,"Full Time, Permanent",Data ScienceSenior Data EngineerDynamo DbComputer ScienceBig DataData WarehousingSparkAwsMachine LearningPython
Data Scientist,QUIN BAY TECHNOLOGIES PRIVATE LIMITED,2 - 4 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",PytorchData ScienceTensorflow
Data Scientist,Wolters Kluwer Financial Services,4 - 8 years,Not Disclosed,Pune,Accounting / Auditing,"Full Time, Permanent",Industry researchAnalystMatrixdata scienceAnalyticalProduct portfolioManager TechnologySubject Matter ExpertCustomer experienceAnalytics
Business Analyst,Meritus Intelytics Private Limited,1 - 5 years,Not Disclosed,Hyderabad,Management Consulting,"Full Time, Permanent",UsageExcelPerformance managementdata scienceBusiness AnalystManager TechnologycxoMarketing ExecutiveSQLPython
Technical Analyst,ALSTOM India Limited,3 - 5 years,Not Disclosed,Bangalore/Bengaluru,Courier / Logistics,"Full Time, Permanent",Data ScienceBusiness SolutionsNatural Language ProcessingOperations ResearchComputer ScienceData MiningData VisualizationMachine LearningPythonSql
Azure Data Engineer,"Hitachi Solutions, Ltd",2 - 8 years,Not Disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",IT Services & Consulting,"Full Time, Permanent",Data SciencePower BiScalaBig DataSparkData ModelingAzure Sql DataMachine LearningMs SqlPython
Data Scientist - IN3,Walmart Labs,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Retaildata scienceNeural networkssparkHadoopPredictive modelingbig dataForecastingPython
Data Engineer III,Walmart Labs,3 - 7 years,Not Disclosed,Bangalore/Bengaluru,IT Services & Consulting,"Full Time, Permanent",Supply chainComputer sciencedata scienceGCPAnalyticalMachine learningAgileMerchandisingSQLPython
Business Analyst,HRDevi Talent Acquisition,1 - 3 years,Not Disclosed,Bengaluru,Recruitment / Staffing,"Full Time, Permanent",ExcelBusiness Analystdata scienceBankingManagementBusiness intelligencePowerpointBusiness ExecutiveAnalyticsFinancial services
